impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K19-115056,A578921,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578921,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Mason,Cat,NO AGE,Male,Siamese / Mix,Seal Pt,01/24/2019 12:00:00 AM,Received on,4200 S 172ND ST,SEATAC,WA,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578921,Image Copyright HLP Inc. 2019,"Received on: 2019-01-24<p/> Found Near: 4200 S 172ND ST, SEATAC WA 98188<p/> Description: Seal Pt Male Siamese / Mix Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-115099,A579000,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A579000,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Cheras,Cat,NO AGE,Female,Domestic Mediumhair,Brn Tabby,01/26/2019 12:00:00 AM,Received on,11700 SE 256TH PL,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A579000,Image Copyright HLP Inc. 2019,"Received on: 2019-01-26<p/> Found Near: 11700 SE 256TH PL, KENT WA 98030<p/> Description: Brn Tabby Female Domestic Mediumhair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-115004,A578793,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578793,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Ginny,Cat,13 WEEKS,Spayed Female,Domestic Shorthair,Brn Tabby / White,01/22/2019 12:00:00 AM,Received on,3500 S 146TH ST,TUKWILA,WA,98168,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578793,Image Copyright HLP Inc. 2019,"Received on: 2019-01-22<p/> Found Near: 3500 S 146TH ST, TUKWILA WA 98168<p/> Description: Brn Tabby / White Spayed Female Domestic Shorthair Cat<p/> Age: 13 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-115106,A579007,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A579007,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Charlotte,Cat,5 YEARS,Female,Domestic Longhair,Black,01/26/2019 12:00:00 AM,Received on,5000 S 289TH PL,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A579007,Image Copyright HLP Inc. 2019,"Received on: 2019-01-26<p/> Found Near: 5000 S 289TH PL, AUBURN WA 98001<p/> Description: Black Female Domestic Longhair Cat<p/> Age: 5 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-115015,A578824,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578824,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Robert,Dog,5 YEARS,Neutered Male,German Shepherd,Black / Brown,01/22/2019 12:00:00 AM,Received on,26700 SE 271ST ST,RAVENSDALE,WA,98051,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578824,Image Copyright HLP Inc. 2019,"Received on: 2019-01-22<p/> Found Near: 26700 SE 271ST ST, RAVENSDALE WA 98051<p/> Description: Black / Brown Neutered Male German Shepherd Dog<p/> Age: 5 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",RED
K19-115014,A578823,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578823,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Aaliyah,Dog,2 YEARS,Spayed Female,German Shepherd,Black / Brown,01/22/2019 12:00:00 AM,Received on,26700 SE 271ST ST,RAVENSDALE,WA,98051,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578823,Image Copyright HLP Inc. 2019,"Received on: 2019-01-22<p/> Found Near: 26700 SE 271ST ST, RAVENSDALE WA 98051<p/> Description: Black / Brown Spayed Female German Shepherd Dog<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K19-114925,A578567,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578567,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Atlas,Cat,3 YEARS,Neutered Male,Domestic Shorthair,White / Gray,01/17/2019 12:00:00 AM,Received on,1000 BATHKE AVE,ENUMCLAW,WA,98022,ENUMCLAW,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578567,Image Copyright HLP Inc. 2019,"Received on: 2019-01-17<p/> Found Near: 1000 BATHKE AVE, ENUMCLAW WA 98022<p/> Description: White / Gray Neutered Male Domestic Shorthair Cat<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K19-115085,A578987,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578987,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,12 YEARS,Female,Chinese Sharpei,Yellow,01/25/2019 12:00:00 AM,Received on,12900 SE KENT KANGLEY RD,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578987,Image Copyright HLP Inc. 2019,"Received on: 2019-01-25<p/> Found Near: 12900 SE KENT KANGLEY RD, KENT WA 98030<p/> Description: Yellow Female Chinese Sharpei Dog<p/> Age: 12 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-115005,A578795,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578795,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",George,Cat,13 WEEKS,Neutered Male,Domestic Shorthair,Orange / White,01/22/2019 12:00:00 AM,Received on,3500 S 146TH ST,TUKWILA,WA,98168,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578795,Image Copyright HLP Inc. 2019,"Received on: 2019-01-22<p/> Found Near: 3500 S 146TH ST, TUKWILA WA 98168<p/> Description: Orange / White Neutered Male Domestic Shorthair Cat<p/> Age: 13 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-115006,A578796,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578796,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Fred,Cat,13 WEEKS,Neutered Male,Domestic Shorthair,Orange / White,01/22/2019 12:00:00 AM,Received on,3500 S 146TH ST,TUKWILA,WA,98168,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578796,Image Copyright HLP Inc. 2019,"Received on: 2019-01-22<p/> Found Near: 3500 S 146TH ST, TUKWILA WA 98168<p/> Description: Orange / White Neutered Male Domestic Shorthair Cat<p/> Age: 13 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-115075,A578967,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,Rocky,Dead Dog,NO AGE,Neutered Male,Terrier / Mix,White / Brown,01/25/2019 12:00:00 AM,Received on,16400 CEDAR GROVE RD SE,ISSAQUAH,WA,98027,KING COUNTY,47.454875,-122.028452,,Image Copyright HLP Inc. 2019,"Received on: 2019-01-25<p/> Found Near: 16400 CEDAR GROVE RD SE, ISSAQUAH WA 98027<p/> Description: White / Brown Neutered Male Terrier / Mix Dog<p/> Age: NO AGE<p/>",
K19-114755,A578129,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578129,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Jack Black,Cat,2 YEARS,Neutered Male,Domestic Longhair,Black,01/09/2019 12:00:00 AM,Received on,21000 SE 269TH ST,COVINGTON,WA,98042,COVINGTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578129,Image Copyright HLP Inc. 2019,"Received on: 2019-01-09<p/> Found Near: 21000 SE 269TH ST, COVINGTON WA 98042<p/> Description: Black Neutered Male Domestic Longhair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",RED
K19-115055,A575242,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A575242,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Bacon,Dog,3 YEARS 8 MONTHS,Neutered Male,Jack Russell Terrier / Mix,White / Red,01/24/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A575242,Image Copyright HLP Inc. 2019,"Received on: 2019-01-24<p/> Description: White / Red<p/>  Neutered Male Jack Russell Terrier / Mix Dog<p/> Age: 3 YEARS 8 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Bacon and I am available for adoption.<p/><p/>I was brought in by an Animal Control Officer after I was abandoned when my owners moved.  <p/><p/>I am a very undersocialized little dog looking for a quiet and patient family.  I am learning to trust people, but still get very scared with strangers, noises, and the big world in general.  After I warm up to you, I enjoy getting petted on my cheeks and head and a little on my body.  I am learning to walk on a leash and I am realizing going for walks is quite interesting and I like them!<p/><p/>I really enjoy being around other calm dogs.  They relax me quite a bit and I trust them more than humans right now.<p/><p/>My personality color is RED. I am a gentle and loving dog who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>Because of my shy nature, I would do best in a calm, quiet home.<p/><p/>I would do best in a home with older children.<p/> Adoption Fee: $200.00<p/>",
K19-114856,A578334,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578334,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Denzel,Dog,12 YEARS,Neutered Male,Maltese,White,01/14/2019 12:00:00 AM,Received on,6900 116TH AVE SE,NEWCASTLE,WA,98056,NEWCASTLE,47.541943,-122.185572,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578334,Image Copyright HLP Inc. 2019,"Received on: 2019-01-14<p/> Found Near: 6900 116TH AVE SE, NEWCASTLE WA 98056<p/> Description: White Neutered Male Maltese Dog<p/> Age: 12 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-114774,A065596,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A065596,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Happy,Dog,9 YEARS 4 MONTHS,Spayed Female,Miniature Schnauzer,Silver,01/10/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A065596,Image Copyright HLP Inc. 2019,"Received on: 2019-01-10<p/> Description: Silver<p/>  Spayed Female Miniature Schnauzer Dog<p/> Age: 9 YEARS 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Happy and I am available for adoption.<p/><p/>I was returned to the shelter on 1/10/19. I lived in a home with another dog. My previous owner described me as outgoing, loving and playful. I will need an owner that is dedicated to positive reinforcement training only.<p/><p/>My personality color is GREEN. I am a delightful girl who goes with the flow! I am outgoing, playful and carefree. I enjoy going for long walks, as I still have lots of energy.  I like seeing birds and pretending to give chase.  I love everyone I meet and welcome all the attention I can get.  I like to be near people!  I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>I am also a very smart dog.  I know how to sit, come, and stay and I am potty trained.<p/><p/>My caregivers have noticed that I seem to do well with other small dogs. When meeting dogs in a new home, I would do best with a slow introduction.<p/><p/><p/> Adoption Fee: $100.00<p/>",GREEN
K19-114856,A578334,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A578334,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Denzel,Dog,12 YEARS,Neutered Male,Maltese,White,01/14/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578334,Image Copyright HLP Inc. 2019,"Received on: 2019-01-14<p/> Description: White<p/>  Neutered Male Maltese Dog<p/> Age: 12 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Denzel and I am available for adoption.<p/><p/>I was brought in by a good samaritan on 1/14/19.<p/><p/>My personality color is GREEN. I am an adaptable dog who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>I am a super affectionate little guy who would be thrilled to cuddle up with you at home!  I also enjoy going for walks, being brushed, and just relaxing is fine too!  I am a very easy-goin' Pup!<p/><p/>My caregivers have noticed that I do very well with other small dogs. When meeting dogs in a new home, I would do best with a slow introduction.<p/><p/><p/> Adoption Fee: $150.00<p/>",
K18-111651,A566749,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Rosie,Cat,13 YEARS 5 MONTHS,Female,Domestic Shorthair,Calico / Tortie,08/27/2018 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A566749,Image Copyright HLP Inc. 2019,"Received on: 2018-08-27<p/> Description: Calico / Tortie Female Domestic Shorthair Cat<p/> Age: 13 YEARS 5 MONTHS<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Rosie and I am available for adoption.<p/><p/>I was brought in by a good samaritan on 8/27/18.<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/><p/>Adoption Fee: $30.0<p/>",GREEN
K18-114483,A577340,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A577340,Meowtropolitan,Leela,Cat,3 YEARS 1 MONTH,Spayed Female,Domestic Shorthair,Calico,12/22/2018 12:00:00 AM,Received on,28400 KENT-BLACK DIAMOND RD SE,KENT,WA,98042,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A577340,Image Copyright HLP Inc. 2019,"Received on: 2018-12-22<p/> Found Near: 28400 KENT-BLACK DIAMOND RD SE, KENT WA 98042<p/> Description: Calico Spayed Female Domestic Shorthair Cat<p/> Age: 3 YEARS 1 MONTH<p/> Current Location: Meowtropolitan<p/>",GREEN
K19-114833,A578240,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A578240,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Sorbie,Cat,2 YEARS,Spayed Female,Domestic Shorthair,White / Brown,01/13/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578240,Image Copyright HLP Inc. 2019,"Received on: 2019-01-13<p/> Description: White / Brown<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Meet Sorbie! <p/><p/>She came in to the shelter on January 13th, 2018.<p/><p/>I'm a young, shy gal who really just needs to gain her confidence in the world. I would love to go to a family that will understand that I may need some time to fully adjust to things and learn to trust. Once I do trust my people, I love to snuggle, purr and get all the loves! My caregivers have noticed that I seem to do well with other cats. When meeting cats in a new home, I would do best with a slow introduction.<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/> Adoption Fee: $30.00<p/>",BLUE
K19-114925,A578567,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A578567,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Atlas,Cat,3 YEARS,Neutered Male,Domestic Shorthair,White / Gray,01/17/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578567,Image Copyright HLP Inc. 2019,"Received on: 2019-01-17<p/> Description: White / Gray<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Atlas and I am available for adoption.<p/><p/>I was brought in by an Animal Control Officer on January 17th, 2018.<p/><p/>I'm a big time social butterfly and love to be the center of attention, pets, treats, loves, are just a few of my favorite things. Take me home and have a best friend for life! <p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/><p/><p/> Adoption Fee: $30.00<p/>",GREEN
K19-115003,A578792,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578792,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Rowan,Cat,9 WEEKS,Spayed Female,Domestic Shorthair,Seal Pt,01/22/2019 12:00:00 AM,Received on,3500 S 146TH ST,TUKWILA,WA,98168,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578792,Image Copyright HLP Inc. 2019,"Received on: 2019-01-22<p/> Found Near: 3500 S 146TH ST, TUKWILA WA 98168<p/> Description: Seal Pt Spayed Female Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K19-115001,A578791,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578791,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Penny,Cat,9 WEEKS,Spayed Female,Domestic Shorthair,Calico,01/22/2019 12:00:00 AM,Received on,3500 S 146TH ST,TUKWILA,WA,98168,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578791,Image Copyright HLP Inc. 2019,"Received on: 2019-01-22<p/> Found Near: 3500 S 146TH ST, TUKWILA WA 98168<p/> Description: Calico Spayed Female Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K19-115001,A578791,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A578791,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Penny,Cat,9 WEEKS,Spayed Female,Domestic Shorthair,Calico,01/22/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578791,Image Copyright HLP Inc. 2019,"Received on: 2019-01-22<p/> Description: Calico<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Penny and I am available for adoption.<p/><p/>I was brought in by a good samaritan on January 22, 2019.<p/><p/>Hi there, I'm what you would call an undersocialized kitten. It doesn't mean anything bad it just means when I was wee little one, I was not taught about how nice and awesome people can be to me. I'm very scared at first but once you take the time to show me I can trust you, I will melt in your arms. Although, I'm a fearful kitty, I actually really love to snuggle and purr! I would love to go to a home with a young, confident kitty friend! <p/><p/>My personality color is BLUE. I am a gentle and loving dog who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/> Adoption Fee: $100.00<p/>",BLUE
K19-115101,A579001,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A579001,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Roxy,Dog,5 YEARS,Spayed Female,Pit Bull,Black,01/26/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A579001,Image Copyright HLP Inc. 2019,"Received on: 2019-01-26<p/> Description: Black<p/>  Spayed Female Pit Bull Dog<p/> Age: 5 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/><p/> Adoption Fee: $100.00<p/>",GREEN
K19-115014,A578823,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A578823,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Aaliyah,Dog,2 YEARS,Spayed Female,German Shepherd,Black / Brown,01/22/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578823,Image Copyright HLP Inc. 2019,"Received on: 2019-01-22<p/> Description: Black / Brown<p/>  Spayed Female German Shepherd Dog<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Aaliyah and I am available for adoption.<p/><p/>I was brought in by an Animal Control Officer on 1/22/19.<p/><p/>My personality color is GREEN. I am an adaptable dog who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>I am a very smart dog! I have shown my caregivers that I already know how to ""sit"", ""stay"", ""come"", ""down"" and ""shake"".<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p/><p/>My caregivers have noticed that I seem to do well with other large dogs. When meeting dogs in a new home, I would do best with a slow introduction.<p/><p/>I should not live in a home with small pets or small dogs.<p/> Adoption Fee: $250.00<p/>",GREEN
K19-115083,A578986,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A578986,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Lexi,Dog,1 YEAR 3 MONTHS,Spayed Female,German Shepherd,White,01/25/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578986,Image Copyright HLP Inc. 2019,"Received on: 2019-01-25<p/> Description: White<p/>  Spayed Female German Shepherd Dog<p/> Age: 1 YEAR 3 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Lexi and I am available for adoption.<p/><p/>I was brought in by my previous owner on 1/25/19 because they were moving.  My previous owner described me as shy, loving, and playful.<p/><p/>My personality color is RED. I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p/><p/>I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p/><p/>My caregivers have noticed that I seem to do well with other large dogs. When meeting dogs in a new home, I would do best with a slow introduction.<p/><p/><p/><p/> Adoption Fee: $200.00<p/>",RED
K19-115054,A578920,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A578920,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Belle,Dog,3 YEARS,Spayed Female,Pit Bull / Australian Shepherd,White / Black,01/24/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578920,Image Copyright HLP Inc. 2019,"Received on: 2019-01-24<p/> Description: White / Black<p/>  Spayed Female Pit Bull / Australian Shepherd Dog<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Belle and I am available for adoption.<p/><p/><p/>I was brought in by my previous owner on 1/24/19 because I no longer got along with other dog in household. I lived in a home with other dogs and children. My previous owner described me as [shy and loving.<p/><p/><p/>My personality color is BLUE. I am a gentle and loving dog who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/>I am a very smart dog! I have shown my caregivers that I already know how to ""sit"" and ""come"".<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>My caregivers have observed that I might not get along with other dogs. I may do best as the only dog in my new home, or need to meet other dogs in the home first.<p/><p/>Because of my shy nature, I would do best in a calm, quiet home.<p/><p/>I would do best in a home with older respectful children.<p/> Adoption Fee: $200.00<p/>",
K19-115094,A577753,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A577753,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Li,Cat,3 MONTHS,Neutered Male,Domestic Shorthair,Black / White,01/26/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A577753,Image Copyright HLP Inc. 2019,"Received on: 2019-01-26<p/> Description: Black / White<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 3 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Li and I am available for adoption.<p/><p/>I was brought in by a good samaritan on January 26th, 2019.<p/><p/>Hi there, I'm what you would call an undersocialized kitten. It doesn't mean anything bad it just means when I was wee little one, I was not taught about how nice and awesome people can be to me. I'm very scared at first but once you take the time to show me I can trust you, I will melt in your arms. Although, I'm a fearful kitty, I actually really love to snuggle and purr! I would love to go to a home with a young, confident kitty friend! <p/><p/>My personality color is BLUE. I am a gentle and loving dog who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/> Adoption Fee: $100.00<p/>",BLUE
K19-115090,A577755,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A577755,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Kira,Cat,3 MONTHS,Spayed Female,Domestic Shorthair,Tortie / White,01/26/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A577755,Image Copyright HLP Inc. 2019,"Received on: 2019-01-26<p/> Description: Tortie / White<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 3 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Kira and I am available for adoption.<p/><p/>I was brought in by a good samaritan on January 26th, 2019.<p/><p/>Hi there, I'm what you would call an undersocialized kitten. It doesn't mean anything bad it just means when I was wee little one, I was not taught about how nice and awesome people can be to me. I'm very scared at first but once you take the time to show me I can trust you, I will melt in your arms. Although, I'm a fearful kitty, I actually really love to snuggle and purr! I would love to go to a home with a young, confident kitty friend! <p/><p/>My personality color is BLUE. I am a gentle and loving dog who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/> Adoption Fee: $100.00<p/>",
